Date,Open,High,Low,Close,% Return,% YTD
2007-04-25,5351.65,5396.6,5337.51,5390.53,0.7647272142694117,273.01786651776354
2007-04-26,5414.33,5451.33,5354.44,5390.41,-0.0022261261879652494,273.0261705510341
2007-04-27,5386.24,5386.24,5287.92,5295.49,-1.7609050146463856,279.7125478473192
2007-04-30,5276.16,5319.55,5238.52,5311.03,0.29345726268956707,278.60151420722536
2007-05-03,5354.63,5401.17,5354.63,5389.1,1.4699596876688759,273.1168469688816
2007-05-04,5407.5,5431.24,5351.23,5359.14,-0.5559369839119754,275.2027377526991
2007-05-07,5388.43,5410.52,5335.32,5341.26,-0.3336356206406266,276.45873820034967
2007-05-08,5345.99,5375.02,5284.66,5294.03,-0.8842482859849676,279.8172658636238
2007-05-09,5296.11,5311.67,5243.61,5305.6,0.21854806262904258,278.98899276236426
2007-05-10,5328.25,5378.78,5295.78,5305.9,0.005654402895038935,278.967564409431
2007-05-11,5277.96,5343.05,5230.55,5321.2,0.2883582427109399,277.87792227317146
2007-05-14,5370.95,5406.85,5370.95,5394.45,1.3765691949184422,272.7468045861951
2007-05-15,5394.0,5416.67,5372.28,5394.08,-0.006858901278161689,272.7723726752291
2007-05-16,5405.93,5473.31,5402.71,5466.33,1.3394313766202925,267.8453368164747
2007-05-17,5497.74,5544.85,5497.74,5529.1,1.1483024259420826,263.6693132697907
2007-05-18,5521.22,5546.65,5497.84,5530.17,0.01935215496191578,263.598949037733
2007-05-21,5554.4,5591.17,5554.4,5581.34,0.9252880110376394,260.26545596577165
2007-05-22,5597.22,5609.75,5565.39,5604.37,0.4126249251971803,258.7850195472462
2007-05-23,5615.7,5624.52,5553.85,5566.3,-0.6792913387231647,261.2388839983472
2007-05-24,5561.45,5580.69,5512.28,5527.07,-0.7047769613567456,263.80288290179067
2007-05-25,5486.78,5581.63,5464.83,5575.24,0.8715286761340035,260.65963079616307
2007-05-28,5617.64,5647.36,5599.07,5608.08,0.5890329384923287,258.54766693770415
2007-05-29,5620.03,5655.42,5607.71,5650.21,0.7512375001783145,255.87420644542416
2007-05-30,5647.38,5674.28,5585.25,5597.11,-0.9397880786731871,259.25039886655793
2007-05-31,5617.96,5659.62,5614.2,5646.9,0.8895662225684386,256.08280649559936
2007-06-01,5669.8,5706.55,5659.65,5671.5,0.4356372522977381,254.5383055629022
2007-06-04,5696.84,5719.14,5633.25,5643.21,-0.49880983866701367,256.31564304713095
2007-06-05,5648.32,5674.92,5623.71,5667.56,0.4314920054366178,254.78477510604205
2007-06-06,5675.08,5692.23,5555.4,5562.62,-1.8515904551517859,261.4778647471875
2007-06-07,5545.32,5600.88,5511.64,5542.33,-0.3647561760465434,262.8012045475459
2007-06-08,5505.17,5549.26,5476.59,5492.05,-0.9071996795571469,266.12266822042767
2007-06-11,5526.19,5566.56,5483.46,5493.37,0.024034741125800174,266.0346927295995
2007-06-12,5505.81,5512.53,5417.54,5484.96,-0.15309363833129197,266.59592777340214
2007-06-13,5490.44,5497.63,5434.78,5445.85,-0.7130407514366444,269.2286787186573
2007-06-14,5473.9,5537.11,5473.9,5533.67,1.6126040930249497,263.36897574304214
2007-06-15,5558.93,5586.38,5523.57,5537.89,0.07626042029973412,263.0920801966091
2007-06-18,5566.58,5577.69,5504.7,5512.76,-0.4537829389893999,264.7472409464587
2007-06-19,5516.29,5596.67,5502.96,5590.53,1.4107271130975985,259.67323312816495
2007-06-20,5611.75,5653.09,5611.75,5645.59,0.9848797877839877,256.1654317794951
2007-06-21,5652.41,5692.51,5643.87,5682.34,0.6509505649542335,253.86196531710524
2007-06-22,5684.79,5711.67,5668.29,5677.77,-0.08042461380346477,254.14678650244724
2007-06-25,5680.7,5700.4,5662.54,5684.77,0.12328784012032301,253.7107042149462
2007-06-26,5682.22,5722.41,5682.22,5707.38,0.39772937163684574,252.30946598964846
2007-06-27,5715.95,5716.16,5681.57,5691.33,-0.2812148481439847,253.30300650287367
2007-06-28,5718.88,5732.7,5699.59,5716.5,0.44225163538225143,251.7473978833202
2007-06-29,5742.63,5783.39,5742.63,5781.37,1.1347852707076056,247.80060781441077
2007-07-02,5796.78,5830.15,5790.17,5801.9,0.3551061426616764,246.56991675140904
2007-07-03,5830.79,5864.46,5830.79,5857.51,0.9584791189093389,243.27965295833894
2007-07-04,5875.12,5893.35,5838.8,5869.54,0.20537737024777236,242.57607921574774
2007-07-05,5885.89,5897.48,5785.6,5850.64,-0.3220013834133395,243.68274240083133
2007-07-06,5849.76,5903.86,5843.8,5881.92,0.5346423639123188,241.85504053098308
2007-07-09,5900.68,5933.35,5900.31,5922.03,0.6819201893259352,239.53965109936965
2007-07-10,5940.24,5947.16,5890.0,5904.73,-0.29212955692557996,240.53445288776967
2007-07-11,5888.66,5924.82,5850.27,5897.5,-0.12244420998080985,240.95192878338278
2007-07-12,5917.14,5982.93,5917.14,5977.9,1.363289529461631,236.36628247377845
2007-07-13,6019.15,6059.53,6019.15,6032.27,0.9095167199183685,233.33454901720242
2007-07-16,6043.77,6068.4,6029.34,6058.53,0.4353253418696301,231.8897488334629
2007-07-17,6075.71,6111.1,6029.03,6036.62,-0.36163887939814066,233.09434749909718
2007-07-18,6040.61,6053.74,5981.89,6039.18,0.042407837498470435,232.9531492686093
2007-07-19,6056.19,6123.55,6056.19,6114.07,1.240069015992229,228.87487385653094
2007-07-20,6136.98,6164.05,6101.08,6115.75,0.027477604934200706,228.78453174181413
2007-07-23,6110.89,6184.12,6093.62,6174.49,0.9604709152597701,225.65669391318147
2007-07-24,6199.09,6217.4,6158.59,6172.92,-0.025427201274919042,225.7395203566545
2007-07-25,6144.98,6165.2,6082.68,6125.3,-0.7714339405014092,228.27192137527956
2007-07-26,6146.37,6167.26,6118.39,6152.13,0.4380193623169548,226.84029758798982
2007-07-27,6061.42,6061.42,5904.85,5942.36,-3.4097133838199234,238.37801816113466
2007-07-30,5953.49,6017.05,5896.99,5949.8,0.1252027813865242,237.95488923997445
2007-07-31,5982.67,6069.31,5944.41,6063.2,1.9059464183669883,231.63412059638472
2007-08-01,6016.93,6016.93,5806.41,5815.85,-4.079528961604428,245.73862805952695
2007-08-02,5839.67,5902.71,5804.62,5844.15,0.48660127066548764,244.06440628662853
2007-08-03,5872.6,5945.48,5872.6,5915.94,1.228407895074568,239.889180755721
2007-08-06,5831.97,5844.57,5754.78,5834.34,-1.379324333918186,244.64292447817573
2007-08-07,5879.09,5922.12,5845.97,5858.5,0.4140999667485934,243.22164376546897
2007-08-08,5900.71,5999.99,5900.71,5987.59,2.2034650507809284,235.8219250149058
2007-08-09,6031.12,6077.57,5884.53,5897.26,-1.5086203297152934,240.96580445834164
2007-08-10,5769.28,5825.65,5693.23,5815.0,-1.3948850822246284,245.78916595012896
2007-08-13,5848.38,5884.97,5825.25,5873.17,1.0003439380911416,242.36434497894663
2007-08-14,5891.57,5893.51,5854.95,5867.47,-0.09705150710774824,242.69693752162343
2007-08-16,5733.62,5733.62,5619.81,5623.14,-4.164145705048339,257.5873977884242
2007-08-17,5604.59,5622.4,5398.55,5530.94,-1.639653289798948,263.5483299402995
2007-08-20,5647.51,5728.39,5633.7,5642.44,2.0159321923578943,256.3642679408199
2007-08-21,5669.9,5677.02,5441.0,5457.0,-3.286521433989542,268.47425325270297
2007-08-22,5481.29,5544.52,5390.71,5532.32,1.3802455561663818,263.4576452555167
2007-08-23,5597.79,5646.25,5475.69,5491.14,-0.7443531827515337,266.1833426210222
2007-08-24,5515.35,5588.13,5488.17,5579.52,1.6095018520744242,260.38297201192927
2007-08-27,5632.05,5751.4,5632.05,5746.73,2.99685277586601,249.89707190001965
2007-08-28,5755.3,5794.04,5723.07,5783.86,0.6461065684310929,247.65087675012882
2007-08-29,5708.21,5827.93,5667.39,5818.23,0.5942398329143561,245.59720052318318
2007-08-30,5871.01,5889.75,5843.59,5859.48,0.7089785037717622,243.1642398301556
2007-08-31,5867.89,5953.77,5867.89,5950.11,1.546724282700862,237.9372818317645
2007-09-03,5975.41,6015.79,5961.64,6013.97,1.073257469189648,234.34885774288864
2007-09-04,6034.7,6065.5,6012.82,6039.74,0.428502303802647,232.92227811130942
2007-09-05,6062.13,6084.0,6022.59,6037.36,-0.039405669780490094,233.0535200816251
2007-09-06,6016.81,6105.76,6007.12,6100.2,1.0408522930552389,229.62263532343204
2007-09-07,6115.78,6142.79,6075.38,6085.09,-0.2476967968263244,230.44112741142695
2007-09-10,6035.58,6112.25,6019.4,6101.85,0.2754273149616626,229.5335021345985
2007-09-11,6131.0,6151.84,6078.51,6093.12,-0.14307136360285355,230.00564571188485
2007-09-12,6113.58,6142.07,6093.52,6101.23,0.13310094007668027,229.56698895140818
2007-09-13,6117.95,6165.47,6117.95,6153.75,0.8608100333867164,226.75425553524272
2007-09-14,6186.62,6229.94,6125.24,6137.54,-0.2634166158846263,227.61725381830504
2007-09-17,6156.12,6185.83,6102.63,6125.07,-0.20317586524895015,228.28424818002082
2007-09-18,6136.33,6199.84,6117.21,6192.88,1.1070893883661892,224.68964359070415
2007-09-19,6274.51,6403.44,6274.51,6399.48,3.3360891862913356,214.20740435160357
2007-09-20,6408.55,6463.22,6386.94,6437.81,0.5989549150868578,212.33664864293914
2007-09-21,6442.58,6526.72,6435.35,6514.38,1.1893796182242067,208.66544475452767
2007-09-24,6559.28,6631.62,6533.14,6626.9,1.7272557020008072,203.42452730537656
2007-09-25,6652.93,6657.96,6544.18,6631.44,0.06850865412184604,203.21679755829805
2007-09-26,6656.15,6710.1,6635.86,6647.44,0.24127489655338952,202.48697242848377
2007-09-27,6691.26,6734.03,6678.3,6698.44,0.7672126412573865,200.18392342097565
2007-09-28,6708.28,6788.1,6708.28,6773.54,1.1211565677978763,196.85570617431947
2007-10-01,6792.93,6859.47,6746.65,6827.66,0.7989913693578155,194.50265537534088
2007-10-03,6877.96,7048.13,6759.87,6979.61,2.2255062495789124,188.0911684177196
2007-10-04,6972.42,6991.19,6865.33,6974.21,-0.07736821971427998,188.3142320062057
2007-10-05,6992.67,7024.54,6904.41,6930.81,-0.6222927041198867,190.1196252674651
2007-10-08,6972.23,7005.96,6687.36,6764.77,-2.3956795814630616,197.2405565895071
2007-10-09,6730.34,7046.61,6668.79,7035.25,3.9983621024809457,185.81272875875058
2007-10-10,7091.95,7199.46,7091.95,7175.39,1.9919690131836143,180.23062161081137
2007-10-11,7198.61,7273.71,7152.89,7269.13,1.3064098258073642,176.61687162012507
2007-10-12,7251.17,7299.29,7110.86,7140.78,-1.765685852364729,181.5888460364274
2007-10-15,7173.14,7393.75,7173.14,7384.19,3.408731259050124,172.30664433065778
2007-10-16,7404.13,7449.25,7315.59,7421.08,0.49958086127253054,170.95301492505132
2007-10-17,7049.98,7294.89,6778.46,7264.0,-2.1166730448937354,176.81222466960352
2007-10-18,7309.94,7472.33,6917.04,7006.4,-3.5462555066079315,186.98960949988583
2007-10-19,7009.33,7009.33,6686.63,6807.66,-2.8365494405115266,195.36786502263627
2007-10-22,6692.5,6880.25,6655.49,6831.7,0.3531316193816858,194.32849803123676
2007-10-23,6917.01,7194.62,6917.01,7183.6,5.150987309161703,179.9103513558661
2007-10-24,7265.11,7333.68,7147.14,7234.51,0.7086975889526226,177.94059307402986
2007-10-25,7241.35,7364.4,7223.41,7326.87,1.2766586817904768,174.43696967463595
2007-10-26,7355.0,7521.82,7296.29,7511.32,2.5174460581394165,167.69782142153443
2007-10-29,7630.5,7763.31,7630.5,7747.05,3.1383298807666327,159.55221665020875
2007-10-30,7794.16,7837.95,7685.05,7733.66,-0.17283998425207114,160.00160338054687
2007-10-31,7757.8,7842.22,7731.12,7785.22,0.6666959757734459,158.27966325935554
2007-11-01,7880.34,7931.66,7675.88,7711.05,-0.9527026853447973,160.76396859052915
2007-11-02,7589.93,7817.07,7540.02,7805.41,1.2236984587053579,157.6115796607737
2007-11-05,7821.26,7865.37,7711.24,7742.26,-0.8090542328974326,159.7127970385908
2007-11-06,7788.31,7882.26,7634.2,7665.08,-0.9968665480105332,162.3278556779577
2007-11-07,7732.81,7778.94,7587.14,7635.51,-0.3857754909276867,163.34377140492253
2007-11-08,7560.33,7605.22,7496.58,7559.26,-0.998623536607246,166.0001111219881
2007-11-09,7623.88,7662.46,7481.39,7538.64,-0.2727780232456567,166.72768563029936
2007-11-12,7448.02,7488.46,7296.63,7467.75,-0.9403552895482559,169.25968330487763
2007-11-13,7463.78,7647.3,7455.55,7596.57,1.725017575574972,164.69367095939353
2007-11-14,7705.64,7906.26,7705.64,7890.75,3.872537210872795,154.82546019072964
2007-11-15,7913.43,7956.51,7882.84,7912.48,0.27538573646357367,154.12563444078216
2007-11-16,7864.24,7994.5,7829.76,7927.8,0.1936181829211625,153.63455183026815
2007-11-19,8012.01,8057.52,7986.2,7999.53,0.9047907363959773,151.36026741571067
2007-11-20,7958.97,8042.45,7814.47,7855.32,-1.802730910440986,155.97480433642423
2007-11-21,7844.63,7867.32,7479.85,7524.3,-4.213959456775784,167.2360219555307
2007-11-22,7586.21,7588.09,7300.0,7474.21,-0.6657097670215162,169.02696070889095
2007-11-23,7559.28,7637.69,7480.85,7605.57,1.7575101582642194,164.380447487828
2007-11-26,7723.99,7801.69,7712.37,7761.89,2.055335760501853,159.05597734572376
2007-11-27,7728.27,7756.82,7680.91,7744.52,-0.22378570167832512,159.63700784554754
2007-11-28,7807.39,7816.77,7645.17,7669.49,-0.968814077567115,162.17701568161638
2007-11-29,7814.26,7816.95,7662.06,7681.11,0.15150942239965381,161.78039371913698
2007-11-30,7730.61,7880.99,7709.54,7865.98,2.406813598555413,155.62790650370331
2007-12-03,7943.25,8025.77,7932.79,8019.14,1.9471191129395216,150.74559117311827
2007-12-04,8067.43,8092.52,8031.19,8057.36,0.4766097112657963,149.55618217381374
2007-12-05,8115.25,8183.2,8072.38,8168.75,1.382462742138868,146.15320581484315
2007-12-06,8288.04,8301.72,8141.06,8181.93,0.16134659525630646,145.7566857697389
2007-12-07,8289.07,8298.4,8098.21,8219.2,0.45551599683693045,144.64230095386407
2007-12-10,8270.21,8272.79,8198.78,8240.57,0.2600009733307207,144.00787809581135
2007-12-11,8303.94,8385.71,8295.85,8360.75,1.4583942615620016,140.50043357354303
2007-12-12,8322.89,8465.66,8268.66,8452.26,1.0945190323834675,137.89660990078394
2007-12-13,8494.74,8515.1,8373.41,8388.34,-0.7562474415126808,139.7094061518727
2007-12-14,8405.08,8442.94,8356.22,8390.52,0.025988455403580524,139.64712556551916
2007-12-17,8376.08,8393.01,7986.35,8032.16,-4.271010616743665,150.33913667058422
2007-12-18,8053.42,8089.61,7919.6,8000.88,-0.3894344734168609,151.31785503594602
2007-12-19,8056.25,8157.9,7907.29,8002.18,0.016248212696612363,151.27702701013973
2007-12-20,8038.3,8064.04,7976.2,7995.62,-0.08197766108736237,151.48318704490705
2007-12-24,8060.61,8248.28,8060.61,8240.16,3.0584244874068522,144.02001902875674
2007-12-26,8283.53,8418.57,8283.53,8412.16,2.087338109939618,139.03064135727328
2007-12-27,8458.18,8476.34,8406.61,8425.68,0.1607197200243604,138.64708842491052
2007-12-28,8410.19,8503.13,8373.47,8497.59,0.8534622724812646,136.6275614615438
2007-12-31,8549.17,8616.65,8549.17,8592.43,1.1160811477136434,134.01575572917088
2008-01-01,8620.1,8685.32,8601.24,8660.63,0.7937219156862296,132.17294815735116
2008-01-02,8703.62,8787.36,8595.08,8765.73,1.213537583293589,129.38922371553767
2008-01-03,8753.08,8817.09,8719.85,8746.04,-0.22462476028806133,129.90564872788138
2008-01-04,8770.1,8888.6,8770.1,8850.48,1.1941404338420503,127.19264943822255
2008-01-07,8817.23,8910.37,8764.84,8882.28,0.35930254630258673,126.37926298202711
2008-01-08,8939.19,8991.42,8717.3,8799.86,-0.9279149047316637,128.4995443109322
2008-01-09,8803.48,8882.88,8705.4,8778.98,-0.23727650212618245,129.04300955236258
2008-01-10,8806.32,8893.6,8550.14,8566.49,-2.4204406434460424,134.72437369330962
2008-01-11,8602.17,8657.65,8467.4,8623.69,0.6677180502166147,133.16747239290834
2008-01-14,8657.98,8688.95,8611.86,8667.47,0.507671310077229,131.98972710606444
2008-01-15,8711.65,8743.18,8489.66,8508.44,-1.8347914674062826,136.3258129574869
2008-01-16,8452.49,8452.49,8179.27,8343.63,-1.937017831705945,140.99390792736494
2008-01-17,8388.68,8443.85,8287.82,8324.23,-0.23251270729885976,141.5555552885973
2008-01-18,8287.08,8304.4,7943.48,7972.8,-4.2217718635837675,152.20299016656634
2008-01-21,7930.85,7930.85,6943.94,7195.23,-9.752784467188446,179.45791864888267
2008-01-22,6946.73,6946.73,6124.82,6737.12,-6.366856931606069,198.46046975562257
2008-01-23,6978.62,7330.37,6862.71,7182.93,6.617219227206883,179.93646046947416
2008-01-24,7303.5,7425.58,6892.31,6970.31,-2.9600733962324544,188.47554843328345
2008-01-25,7076.6,7468.8,7076.6,7452.49,6.917626332257809,169.81102960218664
2008-01-28,7330.4,7402.54,7092.66,7386.64,-0.8835972943271209,172.21632569070647
2008-01-29,7463.9,7532.42,7289.94,7373.42,-0.17897176524103164,172.7043895505749
2008-01-30,7380.62,7384.85,7182.82,7209.93,-2.2172885852155377,178.88814454509264
2008-01-31,7228.82,7292.81,7037.12,7160.03,-0.6921010328810429,180.83178422436777
2008-02-01,7216.35,7320.55,7082.74,7302.35,1.9877011688498536,175.35848048915756
2008-02-04,7389.46,7589.57,7389.46,7505.14,2.7770512232363487,167.9182533570326
2008-02-05,7484.58,7560.93,7447.41,7537.81,0.4353016732532744,166.75705543121938
2008-02-06,7384.89,7401.94,7244.92,7360.12,-2.357315984350894,173.19717613299784
2008-02-07,7382.5,7424.95,7116.11,7126.87,-3.1691059384901354,182.13844226146963
2008-02-08,7143.12,7172.1,6940.19,7047.6,-1.1122694815536072,185.31187922129516
2008-02-11,7037.75,7037.75,6622.5,6678.96,-5.230716839775251,201.05944638087365
2008-02-12,6737.76,6797.35,6603.6,6629.64,-0.7384383197383992,203.29912333098025
2008-02-13,6699.41,6806.21,6643.25,6729.51,1.5064166380075017,198.79798083367137
2008-02-14,6850.53,7105.67,6850.53,7086.83,5.309747663648601,183.73250099127537
2008-02-15,7014.77,7249.05,6970.68,7236.57,2.11293342721639,177.86147304593197
2008-02-18,7284.47,7299.67,7180.27,7234.13,-0.0337176314192944,177.95519295340281
2008-02-19,7293.39,7352.29,7218.58,7238.95,0.06662860634243373,177.77011859454754
2008-02-20,7211.76,7211.76,7028.55,7074.3,-2.274501136214502,184.2350479906139
2008-02-21,7147.03,7197.08,7031.73,7121.15,0.6622563363159584,182.36506743995
2008-02-22,7049.62,7049.78,6979.51,6997.47,-1.7367981295155932,187.35585861747174
2008-02-25,7052.39,7083.05,6901.46,7073.19,1.0821053895193389,184.2796531692207
2008-02-26,7122.04,7182.47,7116.54,7162.8,1.2668965487990569,180.72318087898586
2008-02-27,7225.55,7303.91,7155.63,7178.19,0.21486011057127996,180.12131191846413
2008-02-28,7173.55,7213.7,7122.04,7177.42,-0.010726938127847419,180.15136358189986
2008-02-29,7157.1,7170.38,6969.69,7108.12,-0.9655280030986035,182.88267502518244
2008-03-03,6991.67,6991.67,6735.62,6751.98,-5.010326218465644,197.80360723817313
2008-03-04,6765.12,6779.25,6493.87,6597.44,-2.2888100971863112,204.77942959693456
2008-03-05,6591.55,6640.59,6533.86,6613.56,0.24433719745842186,204.03655519871293
2008-03-07,6498.68,6498.68,6231.77,6354.94,-3.9104506498769287,216.4095963140486
2008-03-10,6247.44,6362.28,6079.06,6341.75,-0.20755506739638108,217.06768636417394
2008-03-11,6295.41,6508.65,6274.13,6490.09,2.3391019828911563,209.82066504470663
2008-03-12,6630.08,6717.05,6454.23,6479.38,-0.1650208240563722,210.3327787535227
2008-03-13,6369.97,6369.97,6077.54,6121.05,-5.5303130855112625,228.49984888213623
2008-03-14,6151.29,6275.26,6108.13,6260.84,2.2837585054851672,221.1652110579411
2008-03-17,6092.29,6092.29,5837.53,5859.51,-6.4101622146549015,243.162482869728
2008-03-18,5839.48,5952.98,5795.64,5837.37,-0.37784729439834797,244.46403089062366
2008-03-19,6000.03,6080.84,5831.02,5852.81,0.2645026784322546,243.5553178729533
2008-03-24,5888.94,5941.53,5773.51,5859.72,0.11806294754144186,243.15018465046109
2008-03-25,5959.65,6241.44,5959.65,6221.98,6.182206658338618,223.17108058849433
2008-03-26,6244.59,6289.07,6181.85,6220.78,-0.019286465080248227,223.23342088934183
2008-03-27,6174.34,6261.72,6149.87,6211.31,-0.15223171370791766,223.72623488442852
2008-03-28,6239.46,6420.93,6198.7,6395.47,2.964914003648178,214.40441437454948
2008-03-31,6352.15,6352.15,6126.49,6157.27,-3.7245112556231197,226.56745603165035
2008-04-01,6197.26,6238.26,6036.55,6149.29,-0.12960289219086096,226.99124614386378
2008-04-02,6278.46,6371.54,6176.34,6188.74,0.6415374783105054,224.9068469510757
2008-04-03,6203.53,6256.71,6162.78,6203.25,0.23445806416169113,224.1468585015919
2008-04-04,6217.38,6218.71,6028.89,6045.14,-2.5488252125901667,232.62488544516748
